Drug1,Drug2,Compatibility
Piperacillin sodium-Tazobactam sodium,Penicillin G sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Piperacillin sodium-Tazobactam sodium,Phenytoin sodium,Not compatible
Piperacillin sodium-Tazobactam sodium,Potassium chloride,Compatible
Piperacillin sodium-Tazobactam sodium,Potassium phosphates,Compatible
Piperacillin sodium-Tazobactam sodium,Sodium acetate,Compatible
Piperacillin sodium-Tazobactam sodium,Sodium bicarbonate,Compatible
Piperacillin sodium-Tazobactam sodium,Sulfamethoxazole-Trimethoprim,Compatible
Piperacillin sodium-Tazobactam sodium,Vancomycin hydrochloride,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium chloride,Acetaminophen/Paracetamol,Compatible
Potassium chloride,Acyclovir,Compatible
Potassium chloride,Amikacin sulfate,Compatible
Potassium chloride,Aminophylline,Compatible
Potassium chloride,Amoxicillin sodium-clavulanate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium chloride,Ampicillin sodium,Compatible if NaCl 0.9% used
Potassium chloride,Ampicillin sodium-sulbactam sodium*,Compatible if NaCl 0.9% used
Potassium chloride,Calcium chloride,Compatible
Potassium chloride,Calcium gluconate,Compatible
Potassium chloride,Cefazolin sodium,Compatible
Potassium chloride,Ceftazidime,Compatible
Potassium chloride,Ceftriaxone sodium,Compatible
Potassium chloride,Ciprofloxacin,Compatible
Potassium chloride,Clindamycin phosphate,Compatible
Potassium chloride,Clonidine hydrocloride,Compatible
Potassium chloride,Cloxacillin sodium,Compatible
Potassium chloride,Diazepam,Not compatible
Potassium chloride,Erythromycin lactobionate,Compatible
Potassium chloride,Fluconazole,Compatible
Potassium chloride,Furosemide (Frusemide),Compatible
Potassium chloride,Gentamicin sulfate,Compatible
Potassium chloride,Hydrocortisone sodium succinate,Compatible
Potassium chloride,Ibuprofen,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium chloride,Ketamine HCl,Compatible
Potassium chloride,Lorazepam,Compatible
Potassium chloride,Levetiracetam,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium chloride,Magnesium sulfate,Compatible
Potassium chloride,Meropenem,Compatible
Potassium chloride,Methylprednisolone sodium succinate,Compatible
Potassium chloride,Metronidazole,Compatible
Potassium chloride,Morphine sulfate,Compatible
Potassium chloride,Omeprazole sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium chloride,Ondansetron hydrochloride,Compatible
Potassium chloride,Phenobarbital sodium,Compatible
Potassium chloride,Penicillin G sodium,Compatible
Potassium chloride,Phenytoin sodium,Not compatible
Potassium chloride,Piperacillin sodium-Tazobactam sodium,Compatible
Potassium chloride,Potassium phosphates,Cs
Potassium chloride,Sodium acetate,Compatible
Potassium chloride,Sodium bicarbonate,Compatible
Potassium chloride,Sulfamethoxazole-Trimethoprim,Not compatible
Potassium chloride,Vancomycin hydrochloride,Compatible
Potassium phosphates,Acetaminophen/Paracetamol,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Acyclovir,Not compatible
Potassium phosphates,Amikacin sulfate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Aminophylline,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Amoxicillin sodium-clavulanate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Ampicillin sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Ampicillin sodium-sulbactam sodium*,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Calcium chloride,Not compatible
Potassium phosphates,Calcium gluconate,Not compatible
Potassium phosphates,Cefazolin sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Ceftazidime,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Ceftriaxone sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Ciprofloxacin,Not compatible
Potassium phosphates,Clindamycin phosphate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Clonidine hydrocloride,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Cloxacillin sodium,Not compatible
Potassium phosphates,Diazepam,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Erythromycin lactobionate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Fluconazole,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Furosemide (Frusemide),Not compatible
Potassium phosphates,Gentamicin sulfate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Hydrocortisone sodium succinate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Ibuprofen,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Ketamine HCl,Not compatible
Potassium phosphates,Lorazepam,Not compatible
Potassium phosphates,Levetiracetam,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Magnesium sulfate,Cs
Potassium phosphates,Meropenem,Compatible
Potassium phosphates,Methylprednisolone sodium succinate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Metronidazole,Compatible
Potassium phosphates,Morphine sulfate,Compatible if NaCl 0.9% used
Potassium phosphates,Omeprazole sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Ondansetron hydrochloride,Compatible
Potassium phosphates,Phenobarbital sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Penicillin G sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Phenytoin sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Piperacillin sodium-Tazobactam sodium,Compatible
Potassium phosphates,Potassium chloride,Cs
Potassium phosphates,Sodium acetate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Sodium bicarbonate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Sulfamethoxazole-Trimethoprim,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Potassium phosphates,Vancomycin hydrochloride,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Acetaminophen/Paracetamol,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Acyclovir,Compatible
Sodium acetate,Amikacin sulfate,Compatible
Sodium acetate,Aminophylline,Compatible
Sodium acetate,Amoxicillin sodium-clavulanate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Ampicillin sodium,Compatible
Sodium acetate,Ampicillin sodium-sulbactam sodium*,Compatible
Sodium acetate,Calcium chloride,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Calcium gluconate,Compatible
Sodium acetate,Cefazolin sodium,Compatible
Sodium acetate,Ceftazidime,Compatible
Sodium acetate,Ceftriaxone sodium,Compatible
Sodium acetate,Ciprofloxacin,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Clindamycin phosphate,Compatible
Sodium acetate,Clonidine hydrocloride,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Cloxacillin sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Diazepam,Not compatible
Sodium acetate,Erythromycin lactobionate,Compatible
Sodium acetate,Fluconazole,Compatible
Sodium acetate,Furosemide (Frusemide),Compatible
Sodium acetate,Gentamicin sulfate,Compatible
Sodium acetate,Hydrocortisone sodium succinate,Compatible
Sodium acetate,Ibuprofen,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Ketamine HCl,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Lorazepam,Compatible
Sodium acetate,Levetiracetam,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Magnesium sulfate,Compatible
Sodium acetate,Meropenem,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Methylprednisolone sodium succinate,Compatible
Sodium acetate,Metronidazole,Compatible
Sodium acetate,Morphine sulfate,Compatible
Sodium acetate,Omeprazole sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Ondansetron hydrochloride,Compatible
Sodium acetate,Phenobarbital sodium,Compatible
Sodium acetate,Penicillin G sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Phenytoin sodium,Not compatible
Sodium acetate,Piperacillin sodium-Tazobactam sodium,Compatible
Sodium acetate,Potassium chloride,Compatible
Sodium acetate,Potassium phosphates,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium acetate,Sodium bicarbonate,Compatible
Sodium acetate,Sulfamethoxazole-Trimethoprim,Compatible
Sodium acetate,Vancomycin hydrochloride,Compatible
Sodium bicarbonate,Acetaminophen/Paracetamol,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium bicarbonate,Acyclovir,Compatible
Sodium bicarbonate,Amikacin sulfate,Compatible
Sodium bicarbonate,Aminophylline,Compatible
Sodium bicarbonate,Amoxicillin sodium-clavulanate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium bicarbonate,Ampicillin sodium,Not compatible
Sodium bicarbonate,Ampicillin sodium-sulbactam sodium*,Compatible if NaCl 0.9% used
Sodium bicarbonate,Calcium chloride,Not compatible
Sodium bicarbonate,Calcium gluconate,Not compatible
Sodium bicarbonate,Cefazolin sodium,Compatible
Sodium bicarbonate,Ceftazidime,Compatible
Sodium bicarbonate,Ceftriaxone sodium,Compatible
Sodium bicarbonate,Ciprofloxacin,Not compatible
Sodium bicarbonate,Clindamycin phosphate,Compatible
Sodium bicarbonate,Clonidine hydrocloride,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium bicarbonate,Cloxacillin sodium,Compatible
Sodium bicarbonate,Diazepam,Not compatible
Sodium bicarbonate,Erythromycin lactobionate,Compatible
Sodium bicarbonate,Fluconazole,Compatible
Sodium bicarbonate,Furosemide (Frusemide),Compatible
Sodium bicarbonate,Gentamicin sulfate,Compatible
Sodium bicarbonate,Hydrocortisone sodium succinate,Compatible
Sodium bicarbonate,Ibuprofen,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium bicarbonate,Ketamine HCl,Not compatible
Sodium bicarbonate,Lorazepam,Compatible
Sodium bicarbonate,Levetiracetam,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium bicarbonate,Magnesium sulfate,Compatible
Sodium bicarbonate,Meropenem,Compatible
Sodium bicarbonate,Methylprednisolone sodium succinate,Compatible
Sodium bicarbonate,Metronidazole,Compatible
Sodium bicarbonate,Morphine sulfate,Compatible
Sodium bicarbonate,Omeprazole sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium bicarbonate,Ondansetron hydrochloride,Not compatible
Sodium bicarbonate,Phenobarbital sodium,Compatible
Sodium bicarbonate,Penicillin G sodium,Compatible
Sodium bicarbonate,Phenytoin sodium,Not compatible
Sodium bicarbonate,Piperacillin sodium-Tazobactam sodium,Compatible
Sodium bicarbonate,Potassium chloride,Compatible
Sodium bicarbonate,Potassium phosphates,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sodium bicarbonate,Sodium acetate,Compatible
Sodium bicarbonate,Sulfamethoxazole-Trimethoprim,Not compatible
Sodium bicarbonate,Vancomycin hydrochloride,Compatible
Sulfamethoxazole-Trimethoprim,Acetaminophen/Paracetamol,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sulfamethoxazole-Trimethoprim,Acyclovir,Compatible
Sulfamethoxazole-Trimethoprim,Amikacin sulfate,Not compatible
Sulfamethoxazole-Trimethoprim,Aminophylline,Not compatible
Sulfamethoxazole-Trimethoprim,Amoxicillin sodium-clavulanate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sulfamethoxazole-Trimethoprim,Ampicillin sodium,Not compatible
Sulfamethoxazole-Trimethoprim,Ampicillin sodium-sulbactam sodium*,Not compatible
Sulfamethoxazole-Trimethoprim,Calcium chloride,Not compatible
Sulfamethoxazole-Trimethoprim,Calcium gluconate,Not compatible
Sulfamethoxazole-Trimethoprim,Cefazolin sodium,Not compatible
Sulfamethoxazole-Trimethoprim,Ceftazidime,Not compatible
Sulfamethoxazole-Trimethoprim,Ceftriaxone sodium,Not compatible
Sulfamethoxazole-Trimethoprim,Ciprofloxacin,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sulfamethoxazole-Trimethoprim,Clindamycin phosphate,Not compatible
Sulfamethoxazole-Trimethoprim,Clonidine hydrocloride,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sulfamethoxazole-Trimethoprim,Cloxacillin sodium,Not compatible
Sulfamethoxazole-Trimethoprim,Diazepam,Not compatible
Sulfamethoxazole-Trimethoprim,Erythromycin lactobionate,Not compatible
Sulfamethoxazole-Trimethoprim,Fluconazole,Not compatible
Sulfamethoxazole-Trimethoprim,Furosemide (Frusemide),Not compatible
Sulfamethoxazole-Trimethoprim,Gentamicin sulfate,Not compatible
Sulfamethoxazole-Trimethoprim,Hydrocortisone sodium succinate,Not compatible
Sulfamethoxazole-Trimethoprim,Ibuprofen,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sulfamethoxazole-Trimethoprim,Ketamine HCl,Not compatible
Sulfamethoxazole-Trimethoprim,Lorazepam,Compatible
Sulfamethoxazole-Trimethoprim,Levetiracetam,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sulfamethoxazole-Trimethoprim,Magnesium sulfate,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sulfamethoxazole-Trimethoprim,Meropenem,Compatible
Sulfamethoxazole-Trimethoprim,Methylprednisolone sodium succinate,Not compatible
Sulfamethoxazole-Trimethoprim,Metronidazole,Compatible
Sulfamethoxazole-Trimethoprim,Morphine sulfate,Cb
Sulfamethoxazole-Trimethoprim,Omeprazole sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sulfamethoxazole-Trimethoprim,Ondansetron hydrochloride,Not compatible
Sulfamethoxazole-Trimethoprim,Phenobarbital sodium,Not compatible
Sulfamethoxazole-Trimethoprim,Penicillin G sodium,Not compatible
Sulfamethoxazole-Trimethoprim,Phenytoin sodium,Not compatible
Sulfamethoxazole-Trimethoprim,Piperacillin sodium-Tazobactam sodium,Compatible
Sulfamethoxazole-Trimethoprim,Potassium chloride,Not compatible
Sulfamethoxazole-Trimethoprim,Potassium phosphates,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Sulfamethoxazole-Trimethoprim,Sodium acetate,Compatible
Sulfamethoxazole-Trimethoprim,Sodium bicarbonate,Not compatible
Sulfamethoxazole-Trimethoprim,Vancomycin hydrochloride,Not compatible
Vancomycin hydrochloride,Acetaminophen/Paracetamol,Compatible
Vancomycin hydrochloride,Acyclovir,Compatible
Vancomycin hydrochloride,Amikacin sulfate,Compatible
Vancomycin hydrochloride,Aminophylline,Not compatible
Vancomycin hydrochloride,Amoxicillin sodium-clavulanate,Compatible
Vancomycin hydrochloride,Ampicillin sodium,Compatible if NaCl 0.9% used
Vancomycin hydrochloride,Ampicillin sodium-sulbactam sodium*,Compatible if NaCl 0.9% used
Vancomycin hydrochloride,Calcium chloride,Compatible
Vancomycin hydrochloride,Calcium gluconate,Compatible
Vancomycin hydrochloride,Cefazolin sodium,Not compatible
Vancomycin hydrochloride,Ceftazidime,Not compatible
Vancomycin hydrochloride,Ceftriaxone sodium,Not compatible
Vancomycin hydrochloride,Ciprofloxacin,Compatible
Vancomycin hydrochloride,Clindamycin phosphate,Compatible
Vancomycin hydrochloride,Clonidine hydrocloride,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Vancomycin hydrochloride,Cloxacillin sodium,Not compatible
Vancomycin hydrochloride,Diazepam,Not compatible
Vancomycin hydrochloride,Erythromycin lactobionate,Compatible
Vancomycin hydrochloride,Fluconazole,Compatible
Vancomycin hydrochloride,Furosemide (Frusemide),Not compatible
Vancomycin hydrochloride,Gentamicin sulfate,Compatible
Vancomycin hydrochloride,Hydrocortisone sodium succinate,Cb
Vancomycin hydrochloride,Ibuprofen,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Vancomycin hydrochloride,Ketamine HCl,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Vancomycin hydrochloride,Lorazepam,Compatible
Vancomycin hydrochloride,Levetiracetam,Compatible
Vancomycin hydrochloride,Magnesium sulfate,Compatible
Vancomycin hydrochloride,Meropenem,Compatible
Vancomycin hydrochloride,Methylprednisolone sodium succinate,Not compatible
Vancomycin hydrochloride,Metronidazole,Compatible
Vancomycin hydrochloride,Morphine sulfate,Compatible
Vancomycin hydrochloride,Omeprazole sodium,Not compatible
Vancomycin hydrochloride,Ondansetron hydrochloride,Compatible
Vancomycin hydrochloride,Phenobarbital sodium,Compatible
Vancomycin hydrochloride,Penicillin G sodium,Compatible
Vancomycin hydrochloride,Phenytoin sodium,Not compatible
Vancomycin hydrochloride,Piperacillin sodium-Tazobactam sodium,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Vancomycin hydrochloride,Potassium chloride,Compatible
Vancomycin hydrochloride,Potassium phosphates,No informationCa = Compatible if diluent is NaCl 0.9%Cs = Based on solubility rules in Admixture and Y-site Compatibility of Additives in Intravenous Drips
Vancomycin hydrochloride,Sodium acetate,Compatible
Vancomycin hydrochloride,Sodium bicarbonate,Compatible
Vancomycin hydrochloride,Sulfamethoxazole-Trimethoprim,Not compatible
